"Molecule ChEMBL ID;""Molecule Name"";""Molecule Max Phase"";""Molecular Weight"";""#RO5 Violations"";""AlogP"";""Compound Key"";""Smiles"";""Standard Type"";""Standard Relation"";""Standard Value"";""Standard Units"";""pChEMBL Value"";""Data Validity Comment"";""Comment"";""Uo Units"";""Ligand Efficiency BEI"";""Ligand Efficiency LE"";""Ligand Efficiency LLE"";""Ligand Efficiency SEI"";""Potential Duplicate"";""Assay ChEMBL ID"";""Assay Description"";""Assay Type"";""BAO Format ID"";""BAO Label"";""Assay Organism"";""Assay Tissue ChEMBL ID"";""Assay Tissue Name"";""Assay Cell Type"";""Assay Subcellular Fraction"";""Assay Parameters"";""Assay Variant Accession"";""Assay Variant Mutation"";""Target ChEMBL ID"";""Target Name"";""Target Organism"";""Target Type"";""Document ChEMBL ID"";""Source ID"";""Source Description"";""Document Journal"";""Document Year"";""Cell ChEMBL ID"";""Properties"";""Action Type"";""Standard Text Value"";""Value""",,,,,,,,
"CHEMBL5780498;"""";""None"";""613.67"";""1"";""1.01"";""BDBM500061"";""O=C1CCC(N2Cc3c(NC(=O)[C@@H]4C[C@H](O)CN4CCNC=C4C(=O)CC(c5ccccc5)CC4=O)cccc3C2=O)C(=O)N1"";""IC50"";""'='"";""275.0"";""nM"";""6.56"";"""";""1041959"";""UO_0000065"";""10.69"";""0.20"";""5.55"";""3.97"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""275.0""",
"CHEMBL5845659;"""";""None"";""471.51"";""0"";""2.85"";""BDBM500066"";""CC(Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O)=C1C(=O)CC(c2ccccc2)CC1=O"";""IC50"";""'='"";""750.0"";""nM"";""6.12"";"""";""1041964"";""UO_0000065"";""12.99"";""0.24"";""3.27"";""5.44"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""750.0""",
"CHEMBL6037868;"""";""None"";""487.51"";""0"";""1.82"";""BDBM500067"";""O=C1CCC(N2Cc3c(NC(CO)=C4C(=O)CC(c5ccccc5)CC4=O)cccc3C2=O)C(=O)N1"";""IC50"";""'='"";""275.0"";""nM"";""6.56"";"""";""1041965"";""UO_0000065"";""13.46"";""0.25"";""4.74"";""4.94"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""275.0""",
"CHEMBL6024368;"""";""None"";""533.58"";""1"";""3.99"";""BDBM500068"";""O=C1CCC(N2Cc3c(NC(=C4C(=O)CC(c5ccccc5)CC4=O)c4ccccc4)cccc3C2=O)C(=O)N1"";""IC50"";""'<'"";""50.0"";""nM"";"""";"""";""1041966"";""UO_0000065"";"""";"""";"""";"""";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""50.0""",
"CHEMBL5793703;"""";""None"";""575.62"";""1"";""2.50"";""BDBM500098"";""COCCOCCOc1ccccc1C1CC(=O)C(=CNc2cccc3c2CN(C2CCC(=O)NC2=O)C3=O)C(=O)C1"";""IC50"";""'='"";""275.0"";""nM"";""6.56"";"""";""1041996"";""UO_0000065"";""11.40"";""0.21"";""4.06"";""4.67"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""275.0""",
"CHEMBL1905947;"""";""None"";""342.44"";""0"";""1.90"";""BDBM585031"";""O=C1CC(c2ccccc2)CC(=O)C1=CNCCCN1CCOCC1"";""IC50"";""'='"";""9000.0"";""nM"";""5.05"";"""";""1230267"";""UO_0000065"";""14.73"";""0.28"";""3.15"";""8.60"";""0"";""CHEMBL5738767"";""Molecular Level Experiments of Targeting LC3B : By constructing a prokaryotic expression system", the LC3B protein was expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of synthesized small compound libraries.The recombinant protein GST-LC3B (final concentration 180 nM, SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/mL BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the resulting mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5729475"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2022"";""None"";"""";"""";"""";""9000.0"""
"CHEMBL6004748;"""";""None"";""609.86"";""1"";""4.36"";""BDBM500005"";""O=C1CCC(N2Cc3c(NC=C4C(=O)CC(c5c(Br)ccc6[nH]cc(Cl)c56)CC4=O)cccc3C2=O)C(=O)N1"";""IC50"";""'<'"";""3.0"";""nM"";"""";"""";""1041908"";""UO_0000065"";"""";"""";"""";"""";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""3.0""",
"CHEMBL6033868;"""";""None"";""513.58"";""1"";""3.67"";""BDBM500033"";""O=C1CCC(N2Cc3c(NC=C4C(=O)CC(c5csc6ccccc56)CC4=O)cccc3C2=O)C(=O)N1"";""IC50"";""'='"";""750.0"";""nM"";""6.12"";"""";""1041931"";""UO_0000065"";""11.93"";""0.23"";""2.45"";""5.44"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""750.0""",
"CHEMBL5773188;"""";""None"";""556.62"";""1"";""2.75"";""BDBM500042"";""O=C1CCC(N2Cc3c(NC(=O)CCCCNC=C4C(=O)CC(c5ccccc5)CC4=O)cccc3C2=O)C(=O)N1"";""IC50"";""'<'"";""50.0"";""nM"";"""";"""";""1041940"";""UO_0000065"";"""";"""";"""";"""";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""50.0""",
"CHEMBL5760142;"""";""None"";""626.71"";""1"";""1.19"";""BDBM500050"";""O=C1CCC(N2Cc3c(NC(=O)CN4CCN(CCNC=C5C(=O)CC(c6ccccc6)CC5=O)CC4)cccc3C2=O)C(=O)N1"";""IC50"";""'='"";""750.0"";""nM"";""6.12"";"""";""1041948"";""UO_0000065"";""9.77"";""0.18"";""4.93"";""4.13"";""0"";""CHEMBL5736871"";""Assay Targeting LC3B: By constructing a prokaryotic expression system", the LC3B protein was successfully expressed and purified, and a preliminary screening and verification platform was established using fluorescence polarization experiments to determine the activity of purchased and synthesized small compound libraries. The recombinant protein GST-LC3B (final concentration 180 nM) (SEQ ID NO: 1) and N-terminal FITC-labeled peptide (SEQ ID NO: 2, final concentration 18 nM) were placed in the FP buffer (50 mM HEPES pH 7.5, 0.1 mg/ml BSA and 1 mM DTT), to which a compound serially diluted with the FP buffer was added. Then the mixture was incubated at 25° C. in the dark. The fluorescence polarization value (PerkinElmer Envision, emission wavelength 480 nm; absorption wavelength 535 nm) was monitored," and the IC50 value was calculated using the GraphPad Prism 6.0 program."";""B"";""BAO_0000019"";""assay format"";""None"";""None"";""None"";""None"";""None"";"""";"""";"""";""CHEMBL4879514"";""Microtubule-associated proteins 1A/1B light chain 3B"";""Homo sapiens"";""SINGLE PROTEIN"";""CHEMBL5728490"";""37"";""BindingDB Patent Bioactivity Data"";"""";""2021"";""None"";"""";"""";"""";""750.0""",
